,feature,importance,fold
603,REFUSED_RATE_DOWN_PAYMENT_MAX,38,2
604,REFUSED_RATE_DOWN_PAYMENT_MEAN,12,2
605,REFUSED_DAYS_DECISION_MIN,70,2
606,REFUSED_DAYS_DECISION_MAX,141,2
607,REFUSED_DAYS_DECISION_MEAN,84,2
608,REFUSED_CNT_PAYMENT_MEAN,44,2
609,REFUSED_CNT_PAYMENT_SUM,35,2
610,POS_MONTHS_BALANCE_MAX,179,2
611,POS_MONTHS_BALANCE_MEAN,248,2
612,POS_MONTHS_BALANCE_SIZE,239,2
613,POS_SK_DPD_MAX,51,2
614,POS_SK_DPD_MEAN,60,2
615,POS_SK_DPD_DEF_MAX,40,2
616,POS_SK_DPD_DEF_MEAN,169,2
617,POS_NAME_CONTRACT_STATUS_Active_MEAN,229,2
618,POS_NAME_CONTRACT_STATUS_Amortizeddebt_MEAN,0,2
619,POS_NAME_CONTRACT_STATUS_Approved_MEAN,0,2
620,POS_NAME_CONTRACT_STATUS_Canceled_MEAN,0,2
621,POS_NAME_CONTRACT_STATUS_Completed_MEAN,163,2
622,POS_NAME_CONTRACT_STATUS_Demand_MEAN,0,2
623,POS_NAME_CONTRACT_STATUS_Returnedtothestore_MEAN,36,2
624,POS_NAME_CONTRACT_STATUS_Signed_MEAN,37,2
625,POS_NAME_CONTRACT_STATUS_XNA_MEAN,0,2
626,POS_NAME_CONTRACT_STATUS_nan_MEAN,0,2
627,POS_COUNT,13,2
628,INSTAL_NUM_INSTALMENT_VERSION_NUNIQUE,84,2
629,INSTAL_DPD_MAX,84,2
630,INSTAL_DPD_MEAN,398,2
631,INSTAL_DPD_SUM,87,2
632,INSTAL_DBD_MAX,253,2
633,INSTAL_DBD_MEAN,209,2
634,INSTAL_DBD_SUM,293,2
635,INSTAL_PAYMENT_PERC_MAX,22,2
636,INSTAL_PAYMENT_PERC_MEAN,164,2
637,INSTAL_PAYMENT_PERC_SUM,112,2
638,INSTAL_PAYMENT_PERC_VAR,118,2
639,INSTAL_PAYMENT_DIFF_MAX,200,2
640,INSTAL_PAYMENT_DIFF_MEAN,190,2
641,INSTAL_PAYMENT_DIFF_SUM,148,2
642,INSTAL_PAYMENT_DIFF_VAR,105,2
643,INSTAL_AMT_INSTALMENT_MAX,203,2
644,INSTAL_AMT_INSTALMENT_MEAN,113,2
645,INSTAL_AMT_INSTALMENT_SUM,167,2
646,INSTAL_AMT_PAYMENT_MIN,279,2
647,INSTAL_AMT_PAYMENT_MAX,137,2
648,INSTAL_AMT_PAYMENT_MEAN,208,2
649,INSTAL_AMT_PAYMENT_SUM,280,2
650,INSTAL_DAYS_ENTRY_PAYMENT_MAX,380,2
651,INSTAL_DAYS_ENTRY_PAYMENT_MEAN,215,2
652,INSTAL_DAYS_ENTRY_PAYMENT_SUM,211,2
653,INSTAL_COUNT,105,2
654,CC_MONTHS_BALANCE_MIN,8,2
655,CC_MONTHS_BALANCE_MAX,4,2
656,CC_MONTHS_BALANCE_MEAN,9,2
657,CC_MONTHS_BALANCE_SUM,14,2
658,CC_MONTHS_BALANCE_VAR,20,2
659,CC_AMT_BALANCE_MIN,18,2
660,CC_AMT_BALANCE_MAX,20,2
661,CC_AMT_BALANCE_MEAN,32,2
662,CC_AMT_BALANCE_SUM,3,2
663,CC_AMT_BALANCE_VAR,40,2
664,CC_AMT_CREDIT_LIMIT_ACTUAL_MIN,23,2
665,CC_AMT_CREDIT_LIMIT_ACTUAL_MAX,18,2
666,CC_AMT_CREDIT_LIMIT_ACTUAL_MEAN,140,2
667,CC_AMT_CREDIT_LIMIT_ACTUAL_SUM,38,2
668,CC_AMT_CREDIT_LIMIT_ACTUAL_VAR,40,2
669,CC_AMT_DRAWINGS_ATM_CURRENT_MIN,0,2
670,CC_AMT_DRAWINGS_ATM_CURRENT_MAX,59,2
671,CC_AMT_DRAWINGS_ATM_CURRENT_MEAN,68,2
672,CC_AMT_DRAWINGS_ATM_CURRENT_SUM,31,2
673,CC_AMT_DRAWINGS_ATM_CURRENT_VAR,33,2
674,CC_AMT_DRAWINGS_CURRENT_MIN,11,2
675,CC_AMT_DRAWINGS_CURRENT_MAX,19,2
676,CC_AMT_DRAWINGS_CURRENT_MEAN,37,2
677,CC_AMT_DRAWINGS_CURRENT_SUM,29,2
678,CC_AMT_DRAWINGS_CURRENT_VAR,47,2
679,CC_AMT_DRAWINGS_OTHER_CURRENT_MIN,0,2
680,CC_AMT_DRAWINGS_OTHER_CURRENT_MAX,1,2
681,CC_AMT_DRAWINGS_OTHER_CURRENT_MEAN,5,2
682,CC_AMT_DRAWINGS_OTHER_CURRENT_SUM,3,2
683,CC_AMT_DRAWINGS_OTHER_CURRENT_VAR,17,2
684,CC_AMT_DRAWINGS_POS_CURRENT_MIN,7,2
685,CC_AMT_DRAWINGS_POS_CURRENT_MAX,20,2
686,CC_AMT_DRAWINGS_POS_CURRENT_MEAN,10,2
687,CC_AMT_DRAWINGS_POS_CURRENT_SUM,29,2
688,CC_AMT_DRAWINGS_POS_CURRENT_VAR,36,2
689,CC_AMT_INST_MIN_REGULARITY_MIN,4,2
690,CC_AMT_INST_MIN_REGULARITY_MAX,14,2
691,CC_AMT_INST_MIN_REGULARITY_MEAN,17,2
692,CC_AMT_INST_MIN_REGULARITY_SUM,40,2
693,CC_AMT_INST_MIN_REGULARITY_VAR,51,2
694,CC_AMT_PAYMENT_CURRENT_MIN,63,2
695,CC_AMT_PAYMENT_CURRENT_MAX,68,2
696,CC_AMT_PAYMENT_CURRENT_MEAN,106,2
697,CC_AMT_PAYMENT_CURRENT_SUM,59,2
698,CC_AMT_PAYMENT_CURRENT_VAR,67,2
699,CC_AMT_PAYMENT_TOTAL_CURRENT_MIN,1,2
700,CC_AMT_PAYMENT_TOTAL_CURRENT_MAX,30,2
701,CC_AMT_PAYMENT_TOTAL_CURRENT_MEAN,59,2
702,CC_AMT_PAYMENT_TOTAL_CURRENT_SUM,23,2
703,CC_AMT_PAYMENT_TOTAL_CURRENT_VAR,25,2
704,CC_AMT_RECEIVABLE_PRINCIPAL_MIN,8,2
705,CC_AMT_RECEIVABLE_PRINCIPAL_MAX,17,2
706,CC_AMT_RECEIVABLE_PRINCIPAL_MEAN,34,2
707,CC_AMT_RECEIVABLE_PRINCIPAL_SUM,20,2
708,CC_AMT_RECEIVABLE_PRINCIPAL_VAR,18,2
709,CC_AMT_RECIVABLE_MIN,30,2
710,CC_AMT_RECIVABLE_MAX,31,2
711,CC_AMT_RECIVABLE_MEAN,44,2
712,CC_AMT_RECIVABLE_SUM,17,2
713,CC_AMT_RECIVABLE_VAR,24,2
714,CC_AMT_TOTAL_RECEIVABLE_MIN,4,2
715,CC_AMT_TOTAL_RECEIVABLE_MAX,7,2
716,CC_AMT_TOTAL_RECEIVABLE_MEAN,11,2
717,CC_AMT_TOTAL_RECEIVABLE_SUM,0,2
718,CC_AMT_TOTAL_RECEIVABLE_VAR,3,2
719,CC_CNT_DRAWINGS_ATM_CURRENT_MIN,0,2
720,CC_CNT_DRAWINGS_ATM_CURRENT_MAX,19,2
721,CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,163,2
722,CC_CNT_DRAWINGS_ATM_CURRENT_SUM,17,2
723,CC_CNT_DRAWINGS_ATM_CURRENT_VAR,71,2
724,CC_CNT_DRAWINGS_CURRENT_MIN,1,2
725,CC_CNT_DRAWINGS_CURRENT_MAX,35,2
726,CC_CNT_DRAWINGS_CURRENT_MEAN,96,2
727,CC_CNT_DRAWINGS_CURRENT_SUM,39,2
728,CC_CNT_DRAWINGS_CURRENT_VAR,107,2
729,CC_CNT_DRAWINGS_OTHER_CURRENT_MIN,0,2
730,CC_CNT_DRAWINGS_OTHER_CURRENT_MAX,0,2
731,CC_CNT_DRAWINGS_OTHER_CURRENT_MEAN,19,2
732,CC_CNT_DRAWINGS_OTHER_CURRENT_SUM,0,2
733,CC_CNT_DRAWINGS_OTHER_CURRENT_VAR,4,2
734,CC_CNT_DRAWINGS_POS_CURRENT_MIN,27,2
735,CC_CNT_DRAWINGS_POS_CURRENT_MAX,24,2
736,CC_CNT_DRAWINGS_POS_CURRENT_MEAN,28,2
737,CC_CNT_DRAWINGS_POS_CURRENT_SUM,10,2
738,CC_CNT_DRAWINGS_POS_CURRENT_VAR,23,2
739,CC_CNT_INSTALMENT_MATURE_CUM_MIN,1,2
740,CC_CNT_INSTALMENT_MATURE_CUM_MAX,3,2
741,CC_CNT_INSTALMENT_MATURE_CUM_MEAN,22,2
742,CC_CNT_INSTALMENT_MATURE_CUM_SUM,19,2
743,CC_CNT_INSTALMENT_MATURE_CUM_VAR,13,2
744,CC_SK_DPD_MIN,0,2
745,CC_SK_DPD_MAX,3,2
746,CC_SK_DPD_MEAN,7,2
747,CC_SK_DPD_SUM,5,2
748,CC_SK_DPD_VAR,14,2
749,CC_SK_DPD_DEF_MIN,0,2
750,CC_SK_DPD_DEF_MAX,0,2
751,CC_SK_DPD_DEF_MEAN,37,2
752,CC_SK_DPD_DEF_SUM,2,2
753,CC_SK_DPD_DEF_VAR,4,2
754,CC_NAME_CONTRACT_STATUS_Active_MIN,1,2
755,CC_NAME_CONTRACT_STATUS_Active_MAX,0,2
756,CC_NAME_CONTRACT_STATUS_Active_MEAN,23,2
757,CC_NAME_CONTRACT_STATUS_Active_SUM,12,2
758,CC_NAME_CONTRACT_STATUS_Active_VAR,8,2
759,CC_NAME_CONTRACT_STATUS_Approved_MIN,0,2
760,CC_NAME_CONTRACT_STATUS_Approved_MAX,0,2
761,CC_NAME_CONTRACT_STATUS_Approved_MEAN,0,2
762,CC_NAME_CONTRACT_STATUS_Approved_SUM,0,2
763,CC_NAME_CONTRACT_STATUS_Approved_VAR,0,2
764,CC_NAME_CONTRACT_STATUS_Completed_MIN,0,2
765,CC_NAME_CONTRACT_STATUS_Completed_MAX,0,2
766,CC_NAME_CONTRACT_STATUS_Completed_MEAN,8,2
767,CC_NAME_CONTRACT_STATUS_Completed_SUM,2,2
768,CC_NAME_CONTRACT_STATUS_Completed_VAR,2,2
769,CC_NAME_CONTRACT_STATUS_Demand_MIN,0,2
770,CC_NAME_CONTRACT_STATUS_Demand_MAX,0,2
771,CC_NAME_CONTRACT_STATUS_Demand_MEAN,0,2
772,CC_NAME_CONTRACT_STATUS_Demand_SUM,0,2
773,CC_NAME_CONTRACT_STATUS_Demand_VAR,0,2
774,CC_NAME_CONTRACT_STATUS_Refused_MIN,0,2
775,CC_NAME_CONTRACT_STATUS_Refused_MAX,0,2
776,CC_NAME_CONTRACT_STATUS_Refused_MEAN,0,2
777,CC_NAME_CONTRACT_STATUS_Refused_SUM,0,2
778,CC_NAME_CONTRACT_STATUS_Refused_VAR,0,2
779,CC_NAME_CONTRACT_STATUS_Sentproposal_MIN,0,2
780,CC_NAME_CONTRACT_STATUS_Sentproposal_MAX,0,2
781,CC_NAME_CONTRACT_STATUS_Sentproposal_MEAN,0,2
782,CC_NAME_CONTRACT_STATUS_Sentproposal_SUM,0,2
783,CC_NAME_CONTRACT_STATUS_Sentproposal_VAR,0,2
784,CC_NAME_CONTRACT_STATUS_Signed_MIN,0,2
785,CC_NAME_CONTRACT_STATUS_Signed_MAX,0,2
786,CC_NAME_CONTRACT_STATUS_Signed_MEAN,3,2
787,CC_NAME_CONTRACT_STATUS_Signed_SUM,0,2
788,CC_NAME_CONTRACT_STATUS_Signed_VAR,4,2
789,CC_NAME_CONTRACT_STATUS_nan_MIN,0,2
790,CC_NAME_CONTRACT_STATUS_nan_MAX,0,2
791,CC_NAME_CONTRACT_STATUS_nan_MEAN,0,2
792,CC_NAME_CONTRACT_STATUS_nan_SUM,0,2
793,CC_NAME_CONTRACT_STATUS_nan_VAR,0,2
794,CC_COUNT,4,2
0,CODE_GENDER,166,3
1,FLAG_OWN_CAR,6,3
2,FLAG_OWN_REALTY,5,3
3,CNT_CHILDREN,23,3
4,AMT_INCOME_TOTAL,152,3
5,AMT_CREDIT,359,3
6,AMT_ANNUITY,484,3
7,AMT_GOODS_PRICE,304,3
8,REGION_POPULATION_RELATIVE,320,3
9,DAYS_BIRTH,639,3
10,DAYS_EMPLOYED,446,3
11,DAYS_REGISTRATION,300,3
12,DAYS_ID_PUBLISH,382,3
13,OWN_CAR_AGE,261,3
14,FLAG_MOBIL,0,3
15,FLAG_EMP_PHONE,0,3
16,FLAG_WORK_PHONE,81,3
17,FLAG_CONT_MOBILE,0,3
18,FLAG_PHONE,38,3
19,FLAG_EMAIL,3,3
20,CNT_FAM_MEMBERS,10,3
21,REGION_RATING_CLIENT,23,3
22,REGION_RATING_CLIENT_W_CITY,110,3
23,HOUR_APPR_PROCESS_START,125,3
24,REG_REGION_NOT_LIVE_REGION,4,3
25,REG_REGION_NOT_WORK_REGION,7,3
26,LIVE_REGION_NOT_WORK_REGION,7,3
27,REG_CITY_NOT_LIVE_CITY,57,3
28,REG_CITY_NOT_WORK_CITY,9,3
29,LIVE_CITY_NOT_WORK_CITY,14,3
30,EXT_SOURCE_1,925,3
31,EXT_SOURCE_2,857,3
32,EXT_SOURCE_3,977,3
33,APARTMENTS_AVG,72,3
34,BASEMENTAREA_AVG,41,3
35,YEARS_BEGINEXPLUATATION_AVG,43,3
36,YEARS_BUILD_AVG,28,3
37,COMMONAREA_AVG,38,3
38,ELEVATORS_AVG,10,3
39,ENTRANCES_AVG,40,3
40,FLOORSMAX_AVG,32,3
41,FLOORSMIN_AVG,21,3
42,LANDAREA_AVG,40,3
43,LIVINGAPARTMENTS_AVG,26,3
44,LIVINGAREA_AVG,71,3
45,NONLIVINGAPARTMENTS_AVG,18,3
46,NONLIVINGAREA_AVG,28,3
47,APARTMENTS_MODE,55,3
48,BASEMENTAREA_MODE,48,3
49,YEARS_BEGINEXPLUATATION_MODE,77,3
50,YEARS_BUILD_MODE,33,3
51,COMMONAREA_MODE,66,3
52,ELEVATORS_MODE,14,3
53,ENTRANCES_MODE,15,3
54,FLOORSMAX_MODE,10,3
55,FLOORSMIN_MODE,25,3
56,LANDAREA_MODE,43,3
57,LIVINGAPARTMENTS_MODE,31,3
58,LIVINGAREA_MODE,67,3
59,NONLIVINGAPARTMENTS_MODE,12,3
60,NONLIVINGAREA_MODE,22,3
61,APARTMENTS_MEDI,74,3
62,BASEMENTAREA_MEDI,31,3
63,YEARS_BEGINEXPLUATATION_MEDI,72,3
64,YEARS_BUILD_MEDI,19,3
65,COMMONAREA_MEDI,35,3
66,ELEVATORS_MEDI,8,3
67,ENTRANCES_MEDI,28,3
68,FLOORSMAX_MEDI,7,3
69,FLOORSMIN_MEDI,14,3
70,LANDAREA_MEDI,53,3
71,LIVINGAPARTMENTS_MEDI,26,3
72,LIVINGAREA_MEDI,27,3
73,NONLIVINGAPARTMENTS_MEDI,12,3
74,NONLIVINGAREA_MEDI,29,3
75,TOTALAREA_MODE,119,3
76,OBS_30_CNT_SOCIAL_CIRCLE,40,3
77,DEF_30_CNT_SOCIAL_CIRCLE,69,3
78,OBS_60_CNT_SOCIAL_CIRCLE,46,3
79,DEF_60_CNT_SOCIAL_CIRCLE,71,3
80,DAYS_LAST_PHONE_CHANGE,302,3
81,FLAG_DOCUMENT_2,0,3
82,FLAG_DOCUMENT_3,64,3
83,FLAG_DOCUMENT_4,0,3
84,FLAG_DOCUMENT_5,0,3
85,FLAG_DOCUMENT_6,1,3
86,FLAG_DOCUMENT_7,0,3
87,FLAG_DOCUMENT_8,7,3
88,FLAG_DOCUMENT_9,0,3
89,FLAG_DOCUMENT_10,0,3
90,FLAG_DOCUMENT_11,0,3
91,FLAG_DOCUMENT_12,0,3
92,FLAG_DOCUMENT_13,0,3
93,FLAG_DOCUMENT_14,0,3
94,FLAG_DOCUMENT_15,0,3
95,FLAG_DOCUMENT_16,41,3
96,FLAG_DOCUMENT_17,0,3
97,FLAG_DOCUMENT_18,32,3
98,FLAG_DOCUMENT_19,0,3
99,FLAG_DOCUMENT_20,0,3
100,FLAG_DOCUMENT_21,0,3
101,AMT_REQ_CREDIT_BUREAU_HOUR,0,3
102,AMT_REQ_CREDIT_BUREAU_DAY,13,3
103,AMT_REQ_CREDIT_BUREAU_WEEK,10,3
104,AMT_REQ_CREDIT_BUREAU_MON,15,3
105,AMT_REQ_CREDIT_BUREAU_QRT,50,3
106,AMT_REQ_CREDIT_BUREAU_YEAR,51,3
107,NAME_CONTRACT_TYPE_Cashloans,73,3
108,NAME_CONTRACT_TYPE_Revolvingloans,1,3
109,NAME_TYPE_SUITE_Children,0,3
110,NAME_TYPE_SUITE_Family,0,3
111,NAME_TYPE_SUITE_Groupofpeople,0,3
112,NAME_TYPE_SUITE_Other_A,0,3
113,NAME_TYPE_SUITE_Other_B,18,3
114,NAME_TYPE_SUITE_Spousepartner,6,3
115,NAME_TYPE_SUITE_Unaccompanied,21,3
116,NAME_INCOME_TYPE_Businessman,0,3
117,NAME_INCOME_TYPE_Commercialassociate,19,3
118,NAME_INCOME_TYPE_Maternityleave,0,3
119,NAME_INCOME_TYPE_Pensioner,0,3
120,NAME_INCOME_TYPE_Stateservant,32,3
121,NAME_INCOME_TYPE_Student,0,3
122,NAME_INCOME_TYPE_Unemployed,0,3
123,NAME_INCOME_TYPE_Working,28,3
124,NAME_EDUCATION_TYPE_Academicdegree,0,3
125,NAME_EDUCATION_TYPE_Highereducation,74,3
126,NAME_EDUCATION_TYPE_Incompletehigher,21,3
127,NAME_EDUCATION_TYPE_Lowersecondary,20,3
128,NAME_EDUCATION_TYPE_Secondarysecondaryspecial,49,3
129,NAME_FAMILY_STATUS_Civilmarriage,1,3
130,NAME_FAMILY_STATUS_Married,125,3
131,NAME_FAMILY_STATUS_Separated,12,3
132,NAME_FAMILY_STATUS_Singlenotmarried,10,3
133,NAME_FAMILY_STATUS_Unknown,0,3
134,NAME_FAMILY_STATUS_Widow,0,3
135,NAME_HOUSING_TYPE_Coopapartment,0,3
136,NAME_HOUSING_TYPE_Houseapartment,12,3
137,NAME_HOUSING_TYPE_Municipalapartment,0,3
138,NAME_HOUSING_TYPE_Officeapartment,20,3
139,NAME_HOUSING_TYPE_Rentedapartment,3,3
140,NAME_HOUSING_TYPE_Withparents,3,3
141,OCCUPATION_TYPE_Accountants,33,3
142,OCCUPATION_TYPE_Cleaningstaff,0,3
143,OCCUPATION_TYPE_Cookingstaff,0,3
144,OCCUPATION_TYPE_Corestaff,25,3
145,OCCUPATION_TYPE_Drivers,38,3
146,OCCUPATION_TYPE_HRstaff,0,3
147,OCCUPATION_TYPE_Highskilltechstaff,20,3
148,OCCUPATION_TYPE_ITstaff,0,3
149,OCCUPATION_TYPE_Laborers,36,3
150,OCCUPATION_TYPE_LowskillLaborers,21,3
151,OCCUPATION_TYPE_Managers,0,3
152,OCCUPATION_TYPE_Medicinestaff,9,3
153,OCCUPATION_TYPE_Privateservicestaff,0,3
154,OCCUPATION_TYPE_Realtyagents,0,3
155,OCCUPATION_TYPE_Salesstaff,13,3
156,OCCUPATION_TYPE_Secretaries,0,3
157,OCCUPATION_TYPE_Securitystaff,0,3
158,OCCUPATION_TYPE_Waitersbarmenstaff,9,3
159,WEEKDAY_APPR_PROCESS_START_FRIDAY,19,3
160,WEEKDAY_APPR_PROCESS_START_MONDAY,10,3
161,WEEKDAY_APPR_PROCESS_START_SATURDAY,7,3
162,WEEKDAY_APPR_PROCESS_START_SUNDAY,5,3
163,WEEKDAY_APPR_PROCESS_START_THURSDAY,3,3
164,WEEKDAY_APPR_PROCESS_START_TUESDAY,6,3
165,WEEKDAY_APPR_PROCESS_START_WEDNESDAY,26,3
166,ORGANIZATION_TYPE_Advertising,0,3
167,ORGANIZATION_TYPE_Agriculture,0,3
168,ORGANIZATION_TYPE_Bank,28,3
169,ORGANIZATION_TYPE_BusinessEntityType1,0,3
170,ORGANIZATION_TYPE_BusinessEntityType2,0,3
171,ORGANIZATION_TYPE_BusinessEntityType3,46,3
172,ORGANIZATION_TYPE_Cleaning,0,3
173,ORGANIZATION_TYPE_Construction,33,3
174,ORGANIZATION_TYPE_Culture,0,3
175,ORGANIZATION_TYPE_Electricity,0,3
176,ORGANIZATION_TYPE_Emergency,0,3
177,ORGANIZATION_TYPE_Government,0,3
178,ORGANIZATION_TYPE_Hotel,11,3
179,ORGANIZATION_TYPE_Housing,0,3
180,ORGANIZATION_TYPE_Industrytype1,0,3
181,ORGANIZATION_TYPE_Industrytype10,0,3
182,ORGANIZATION_TYPE_Industrytype11,0,3
183,ORGANIZATION_TYPE_Industrytype12,0,3
184,ORGANIZATION_TYPE_Industrytype13,0,3
185,ORGANIZATION_TYPE_Industrytype2,0,3
186,ORGANIZATION_TYPE_Industrytype3,0,3
187,ORGANIZATION_TYPE_Industrytype4,0,3
188,ORGANIZATION_TYPE_Industrytype5,0,3
189,ORGANIZATION_TYPE_Industrytype6,0,3
190,ORGANIZATION_TYPE_Industrytype7,0,3
191,ORGANIZATION_TYPE_Industrytype8,0,3
192,ORGANIZATION_TYPE_Industrytype9,46,3
193,ORGANIZATION_TYPE_Insurance,0,3
194,ORGANIZATION_TYPE_Kindergarten,20,3
195,ORGANIZATION_TYPE_LegalServices,0,3
196,ORGANIZATION_TYPE_Medicine,17,3
197,ORGANIZATION_TYPE_Military,45,3
198,ORGANIZATION_TYPE_Mobile,0,3
199,ORGANIZATION_TYPE_Other,0,3
200,ORGANIZATION_TYPE_Police,36,3
201,ORGANIZATION_TYPE_Postal,0,3
202,ORGANIZATION_TYPE_Realtor,0,3
203,ORGANIZATION_TYPE_Religion,0,3
204,ORGANIZATION_TYPE_Restaurant,14,3
205,ORGANIZATION_TYPE_School,27,3
206,ORGANIZATION_TYPE_Security,0,3
207,ORGANIZATION_TYPE_SecurityMinistries,18,3
208,ORGANIZATION_TYPE_Selfemployed,43,3
209,ORGANIZATION_TYPE_Services,0,3
210,ORGANIZATION_TYPE_Telecom,0,3
211,ORGANIZATION_TYPE_Tradetype1,0,3
212,ORGANIZATION_TYPE_Tradetype2,7,3
213,ORGANIZATION_TYPE_Tradetype3,0,3
214,ORGANIZATION_TYPE_Tradetype4,0,3
215,ORGANIZATION_TYPE_Tradetype5,0,3
216,ORGANIZATION_TYPE_Tradetype6,0,3
217,ORGANIZATION_TYPE_Tradetype7,0,3
218,ORGANIZATION_TYPE_Transporttype1,0,3
219,ORGANIZATION_TYPE_Transporttype2,0,3
220,ORGANIZATION_TYPE_Transporttype3,36,3
221,ORGANIZATION_TYPE_Transporttype4,1,3
222,ORGANIZATION_TYPE_University,0,3
223,ORGANIZATION_TYPE_XNA,0,3
224,FONDKAPREMONT_MODE_notspecified,6,3
225,FONDKAPREMONT_MODE_orgspecaccount,0,3
226,FONDKAPREMONT_MODE_regoperaccount,0,3
227,FONDKAPREMONT_MODE_regoperspecaccount,0,3
228,HOUSETYPE_MODE_blockofflats,1,3
229,HOUSETYPE_MODE_specifichousing,0,3
230,HOUSETYPE_MODE_terracedhouse,0,3
231,WALLSMATERIAL_MODE_Block,0,3
232,WALLSMATERIAL_MODE_Mixed,0,3
233,WALLSMATERIAL_MODE_Monolithic,0,3
234,WALLSMATERIAL_MODE_Others,16,3
235,WALLSMATERIAL_MODE_Panel,17,3
236,WALLSMATERIAL_MODE_Stonebrick,21,3
237,WALLSMATERIAL_MODE_Wooden,0,3
238,EMERGENCYSTATE_MODE_No,0,3
239,EMERGENCYSTATE_MODE_Yes,0,3
240,DAYS_EMPLOYED_PERC,345,3
241,INCOME_CREDIT_PERC,210,3
242,INCOME_PER_PERSON,171,3
243,ANNUITY_INCOME_PERC,358,3
244,PAYMENT_RATE,1030,3
245,BURO_DAYS_CREDIT_MIN,144,3
246,BURO_DAYS_CREDIT_MAX,243,3
247,BURO_DAYS_CREDIT_MEAN,197,3
248,BURO_DAYS_CREDIT_VAR,197,3
249,BURO_DAYS_CREDIT_ENDDATE_MIN,88,3
250,BURO_DAYS_CREDIT_ENDDATE_MAX,232,3
251,BURO_DAYS_CREDIT_ENDDATE_MEAN,124,3
252,BURO_DAYS_CREDIT_UPDATE_MEAN,136,3
253,BURO_CREDIT_DAY_OVERDUE_MAX,1,3
254,BURO_CREDIT_DAY_OVERDUE_MEAN,2,3
255,BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,291,3
256,BURO_AMT_CREDIT_SUM_MAX,176,3
257,BURO_AMT_CREDIT_SUM_MEAN,169,3
258,BURO_AMT_CREDIT_SUM_SUM,162,3
259,BURO_AMT_CREDIT_SUM_DEBT_MAX,73,3
260,BURO_AMT_CREDIT_SUM_DEBT_MEAN,179,3
261,BURO_AMT_CREDIT_SUM_DEBT_SUM,104,3
262,BURO_AMT_CREDIT_SUM_OVERDUE_MEAN,39,3
263,BURO_AMT_CREDIT_SUM_LIMIT_MEAN,107,3
264,BURO_AMT_CREDIT_SUM_LIMIT_SUM,63,3
265,BURO_AMT_ANNUITY_MAX,50,3
266,BURO_AMT_ANNUITY_MEAN,41,3
267,BURO_CNT_CREDIT_PROLONG_SUM,0,3
268,BURO_MONTHS_BALANCE_MIN_MIN,40,3
269,BURO_MONTHS_BALANCE_MAX_MAX,15,3
270,BURO_MONTHS_BALANCE_SIZE_MEAN,37,3
271,BURO_MONTHS_BALANCE_SIZE_SUM,78,3
272,BURO_CREDIT_ACTIVE_Active_MEAN,57,3
273,BURO_CREDIT_ACTIVE_Baddebt_MEAN,0,3
274,BURO_CREDIT_ACTIVE_Closed_MEAN,86,3
275,BURO_CREDIT_ACTIVE_Sold_MEAN,27,3
276,BURO_CREDIT_ACTIVE_nan_MEAN,0,3
277,BURO_CREDIT_CURRENCY_currency1_MEAN,0,3
278,BURO_CREDIT_CURRENCY_currency2_MEAN,0,3
279,BURO_CREDIT_CURRENCY_currency3_MEAN,0,3
280,BURO_CREDIT_CURRENCY_currency4_MEAN,0,3
281,BURO_CREDIT_CURRENCY_nan_MEAN,0,3
282,BURO_CREDIT_TYPE_Anothertypeofloan_MEAN,12,3
283,BURO_CREDIT_TYPE_Carloan_MEAN,56,3
284,BURO_CREDIT_TYPE_Cashloannonearmarked_MEAN,0,3
285,BURO_CREDIT_TYPE_Consumercredit_MEAN,85,3
286,BURO_CREDIT_TYPE_Creditcard_MEAN,108,3
287,BURO_CREDIT_TYPE_Interbankcredit_MEAN,0,3
288,BURO_CREDIT_TYPE_Loanforbusinessdevelopment_MEAN,1,3
289,BURO_CREDIT_TYPE_Loanforpurchaseofsharesmarginlending_MEAN,0,3
290,BURO_CREDIT_TYPE_Loanforthepurchaseofequipment_MEAN,0,3
291,BURO_CREDIT_TYPE_Loanforworkingcapitalreplenishment_MEAN,0,3
292,BURO_CREDIT_TYPE_Microloan_MEAN,97,3
293,BURO_CREDIT_TYPE_Mobileoperatorloan_MEAN,0,3
294,BURO_CREDIT_TYPE_Mortgage_MEAN,73,3
295,BURO_CREDIT_TYPE_Realestateloan_MEAN,0,3
296,BURO_CREDIT_TYPE_Unknowntypeofloan_MEAN,0,3
297,BURO_CREDIT_TYPE_nan_MEAN,0,3
298,BURO_STATUS_0_MEAN_MEAN,137,3
299,BURO_STATUS_1_MEAN_MEAN,63,3
300,BURO_STATUS_2_MEAN_MEAN,8,3
301,BURO_STATUS_3_MEAN_MEAN,8,3
302,BURO_STATUS_4_MEAN_MEAN,1,3
303,BURO_STATUS_5_MEAN_MEAN,7,3
304,BURO_STATUS_C_MEAN_MEAN,62,3
305,BURO_STATUS_X_MEAN_MEAN,71,3
306,BURO_STATUS_nan_MEAN_MEAN,0,3
307,ACTIVE_DAYS_CREDIT_MIN,92,3
308,ACTIVE_DAYS_CREDIT_MAX,365,3
309,ACTIVE_DAYS_CREDIT_MEAN,219,3
310,ACTIVE_DAYS_CREDIT_VAR,133,3
311,ACTIVE_DAYS_CREDIT_ENDDATE_MIN,318,3
